,headline,snippet,pub_date,url
704,Japan’s Unlikely Rise to Luxury Car Dominance in the U.S.,"Car buyers once balked at paying $40,000 for a Japanese vehicle. Now the country’s cars are at the forefront of consumer trends.",2022-06-02T13:00:17+0000,https://www.nytimes.com/2022/06/02/business/japan-luxury-cars.html
705,Autoworkers Open Contract Talks in a Fighting Mood,"The U.A.W., with a more confrontational leader, aims to win back wage and benefit concessions and insulate jobs from the rise of electric vehicles.",2023-07-14T15:07:49+0000,https://www.nytimes.com/2023/07/14/business/uaw-contract-talks.html
706,"Do You Even Decarbonize, Bro?",‘Decarb bros’ think the best way to combat climate change is to ditch the gloom of earlier environmentalism and focus on what new technology can do.,2023-04-22T09:00:17+0000,https://www.nytimes.com/2023/04/22/business/decarb-bros-climate-change.html
707,China’s New Premier Needs to Revive Growth. How Far Will Loyalty Get Him?,Li Qiang’s business-friendly reputation could bolster confidence in China’s economy. But he is stepping into a role with diminished power under Xi Jinping.,2023-03-13T11:11:59+0000,https://www.nytimes.com/2023/03/13/business/china-premier-xi-jinping.html
708,Elon Musk Begins Layoffs at Twitter,"The social media company’s 7,500 employees have been bracing for job cuts since Mr. Musk took it over last week.",2022-11-04T00:26:13+0000,https://www.nytimes.com/2022/11/03/technology/twitter-layoffs-elon-musk.html
709,U.A.W. Expands Strikes at Ford and G.M.,"The United Automobile Workers union said 7,000 more of its members would walk off the job two weeks after it began strikes at the Big Three automakers.",2023-09-29T14:45:54+0000,https://www.nytimes.com/2023/09/29/business/economy/uaw-strike.html
710,Elon Musk Begins Layoffs at Twitter,"The social media company’s 7,500 employees have been bracing for job cuts since Mr. Musk took it over last week.",2022-11-04T00:26:13+0000,https://www.nytimes.com/2022/11/03/technology/twitter-layoffs-elon-musk.html
711,"Shift to Electric Cars Gives Design Centers a New Look, Too","Automakers are pouring money into research and development facilities, creating spaces intended for creativity and collaboration among design and engineering teams.",2023-04-25T13:00:15+0000,https://www.nytimes.com/2023/04/25/business/electric-vehicles-design-centers.html
712,"With the Odds on Their Side, They Still Couldn’t Beat the Market","In 2022, conditions were heavily in stock pickers’ favor, but most trailed the market. This year looks worse, our columnist says.",2023-04-14T09:00:25+0000,https://www.nytimes.com/2023/04/14/business/stock-market-2022.html
713,"On Wall St., ‘Socially Responsible’ Is Common Sense. In Congress, It’s Political.","Lawmakers are trying to restrict these investment choices in workplace retirement plans, but big fund managers are trying to give shareholders a voice.",2023-03-04T10:00:15+0000,https://www.nytimes.com/2023/03/04/business/esg-socially-responsible-investing.html
714,Wall Street Braces for an Earnings Season of Mixed Signals,"Investors, weary of guessing where the Fed’s battle on inflation will take the economy, hope that third-quarter company earnings will bring clarity.",2022-10-12T07:00:09+0000,https://www.nytimes.com/2022/10/12/business/wall-street-mixed-quarterly-earnings.html
715,"Social Media Was a C.E.O.’s Bullhorn, and How He Lured Women","Dan Price was applauded for paying a minimum salary of $70,000 at his Seattle company and criticizing corporate greed. The adulation helped to hide and enable his behavior.",2022-08-18T21:29:39+0000,https://www.nytimes.com/2022/08/18/technology/dan-price-resign-social-media.html
716,U.A.W. Expands Strikes at Ford and G.M.,"The United Automobile Workers union said 7,000 more of its members would walk off the job two weeks after it began strikes at the Big Three automakers.",2023-09-29T14:45:54+0000,https://www.nytimes.com/2023/09/29/business/economy/uaw-strike.html
717,Your Thursday Briefing,China pushes back against U.S. climate pressure.,2023-07-20T04:58:49+0000,https://www.nytimes.com/2023/07/20/world/china-climate-sweden-embassy-world-cup-europe.html
718,‘Sometimes Things Break’: Twitter Outages Are on the Rise,Elon Musk’s repeated job cuts are stoking new fears that there aren’t enough people to triage Twitter’s problems.,2023-02-28T17:15:17+0000,https://www.nytimes.com/2023/02/28/technology/twitter-outages-elon-musk.html
719,"Elon Musk, Management Guru?","Why the Twitter owner’s ruthless, unsparing style has made him a hero to many bosses in Silicon Valley.",2022-12-16T10:00:15+0000,https://www.nytimes.com/2022/12/16/technology/elon-musk-management-style.html
720,A Verifiable Mess: Twitter Users Create Havoc by Impersonating Brands,"The social media service, which is undergoing changes from its new owner Elon Musk, has descended into a messy swirl of spoof messages and parody accounts.",2022-11-11T21:57:52+0000,https://www.nytimes.com/2022/11/11/technology/twitter-blue-fake-accounts.html
721,Sea Drone Attack on Russian Fleet Puts Focus on Expanded Ukrainian Arms,Military experts say that the apparent use of remote-controlled boats to attack Russian ships over the weekend is likely to demonstrate a new capability for Ukrainian forces.,2022-10-31T20:07:37+0000,https://www.nytimes.com/2022/10/31/us/politics/russia-ukraine-ships-drones.html
722,Why You Should Be Wary of Wall Street’s Upbeat Stock Forecasts,"Amid rising inflation and the threat of recession, corporate earnings are coming under pressure.",2022-07-22T13:00:10+0000,https://www.nytimes.com/2022/07/22/business/stock-market-wall-street-earnings.html
723,Can the F-150 Lightning Make Everyone Want a Truck That Plugs In?,"Welcome to Commerce, Ga., the Battery Belt.",2022-08-13T09:00:26+0000,https://www.nytimes.com/2022/08/13/business/electric-vehicles-battery-factory-georgia.html
724,2022: The Year in Visual Stories and Graphics,"Selected Times graphics, visualizations and multimedia stories published this year.",2022-12-29T03:30:40+0000,https://www.nytimes.com/interactive/2022/12/28/us/2022-year-in-graphics.html
725,U.N. Warns Gaza Is Heading for Famine as Specter of Wider War Looms,Officials of the Iran-backed Houthi militia in Yemen threatened to respond to American-led airstrikes over the past two days.,2024-01-13T11:59:08+0000,https://www.nytimes.com/2024/01/13/world/middleeast/houthis-yemen-us-strikes-gaza.html
726,Elon Musk Appoints Linda Yaccarino Twitter’s New Chief,Mr. Musk said Ms. Yaccarino would focus on business operations and he would work on product design and technology at the social media platform.,2023-05-12T13:24:35+0000,https://www.nytimes.com/2023/05/12/technology/yaccarino-twitter-ceo-musk.html
727,"As A.I. Booms, Lawmakers Struggle to Understand the Technology","Tech innovations are again racing ahead of Washington’s ability to regulate them, lawmakers and A.I. experts said.",2023-03-03T10:00:31+0000,https://www.nytimes.com/2023/03/03/technology/artificial-intelligence-regulation-congress.html
728,"In Montecito, the Million-Dollar Views Still Come With Mudslide Risks","Life in California often requires navigating the edges of natural beauty and natural disaster. On the fifth anniversary of a catastrophe, residents had to flee again.",2023-01-17T10:00:27+0000,https://www.nytimes.com/2023/01/17/us/montecito-mudslide-2018-california-storms.html
729,Why Trump and the Rest of the G.O.P. Won’t Stop Bashing Electric Vehicles,The industry’s transition to battery power is already underway. Republican presidential candidates are pushing to reverse course.,2023-10-05T17:05:36+0000,https://www.nytimes.com/2023/10/05/us/politics/republican-trump-electric-vehicles.html
730,"Stabbing of Cash App Creator Raises Alarm, and Claims of ‘Lawless’ San Francisco",Bob Lee’s death has stirred outrage among tech leaders and comes at a precarious time for the industry — and the city it calls home.,2023-04-07T09:02:48+0000,https://www.nytimes.com/2023/04/07/us/bob-lee-san-francisco-crime.html
731,‘Recession Resilient’ Climate Start-Ups Shine in Tech Downturn,Tech workers and investors are flocking to start-ups that aim to combat climate change.,2023-01-30T10:00:18+0000,https://www.nytimes.com/2023/01/30/technology/recession-resilient-climate-start-ups-shine-in-tech-downturn.html
732,"Jeep Plant Shutdown Imperils Illinois Town and 1,350 Workers","Stellantis plans to idle the factory, which makes the Cherokee, as it shifts to electric vehicles. Labor talks and a union election may be affected.",2022-12-23T10:00:36+0000,https://www.nytimes.com/2022/12/23/business/jeep-factory.html
733,Elon Musk Foments More Geopolitical Controversy With Ukraine Internet Dispute,"The world’s richest man, whose Starlink internet service is critical to the Ukrainian Army, said he could not “indefinitely” fund the system’s use in Ukraine.",2022-10-14T21:04:54+0000,https://www.nytimes.com/2022/10/14/technology/elon-musk-ukraine-internet.html
734,"In Vancouver, Indigenous Communities Get Prime Land, and Power","After acquiring some of the biggest and most coveted parcels of land in Vancouver, the city’s three First Nations are becoming players in the biggest game in town — real estate.",2022-08-23T09:00:34+0000,https://www.nytimes.com/2022/08/23/world/americas/canada-vancouver-indigenous.html
735,A Different Kind of California Playlist,"We’re debuting a new soundtrack dedicated to ambivalence, if not outright disdain, for the Golden State.",2022-04-29T12:21:26+0000,https://www.nytimes.com/2022/04/29/us/california-playlist.html
736,"Flush With Investment, New U.S. Factories Face a Familiar Challenge",Worries are growing in Washington that a flood of Chinese products could put new American investments in clean energy and high-tech factories at risk.,2024-01-15T10:01:17+0000,https://www.nytimes.com/2024/01/15/business/economy/china-electric-cars-chips-solar.html
737,The Fear and Tension That Led to Sam Altman’s Ouster at OpenAI,The departure of the high-profile boss of the San Francisco company drew attention to a philosophical rift among the people building new A.I. systems.,2023-11-18T22:27:16+0000,https://www.nytimes.com/2023/11/18/technology/open-ai-sam-altman-what-happened.html
738,What China’s Economic Woes May Mean for the U.S.,The fallout is probably limited — and there may be some upside for American interests.,2023-08-26T09:01:38+0000,https://www.nytimes.com/2023/08/26/business/economy/us-economy-china.html
739,Silicon Valley’s Unbridled Euphoria Runs Into Economic Reality,Once-buzzy start-ups had held out against the new reality that the good times are over. No longer.,2022-10-29T09:00:20+0000,https://www.nytimes.com/2022/10/29/technology/silicon-valley-economic-reality.html
740,"China’s E.V. Threat: A Carmaker That Loses $35,000 a Car","Chinese electric vehicle companies like Nio are pulling ever further ahead, partly through government support but also through rapid technological advances.",2023-10-05T04:00:14+0000,https://www.nytimes.com/2023/10/05/business/nio-china-electric-vehicles.html
741,"In Summer Heat, ‘Artificial Shortages’ in Texas Grid May Have Cost $8 Billion","Electricity prices soared even when supply was ample, an independent monitor said. The state’s market operator said it was intentional.",2023-09-26T09:02:08+0000,https://www.nytimes.com/2023/09/26/us/texas-energy-grid-ercot.html
742,U.S. Focuses on Invigorating ‘Chiplets’ to Stay Cutting-Edge in Tech,"Chiplets, a way to design chips for higher performance, has become a key prong of U.S. industrial policy. But pushing for more of this activity domestically is challenging.",2023-05-11T09:00:44+0000,https://www.nytimes.com/2023/05/11/technology/us-chiplets-tech.html
743,This Mogul Lost Tens of Billions of Dollars in Days. What Happened?,Gautam Adani is facing perhaps his biggest challenge yet as a small U.S. investment firm accuses his Indian conglomerate of fraud and stock manipulation.,2023-01-31T14:00:01+0000,https://www.nytimes.com/2023/01/31/business/who-is-gautam-adani.html
744,The Year in Tech News,"A conversation with The Times’s technology editor, Pui-Wing Tam.",2022-12-16T14:00:07+0000,https://www.nytimes.com/2022/12/16/us/the-year-in-tech-news.html
745,"Flush With Investment, New U.S. Factories Face a Familiar Challenge",Worries are growing in Washington that a flood of Chinese products could put new American investments in clean energy and high-tech factories at risk.,2024-01-15T10:01:17+0000,https://www.nytimes.com/2024/01/15/business/economy/china-electric-cars-chips-solar.html
746,The Fear and Tension That Led to Sam Altman’s Ouster at OpenAI,The departure of the high-profile boss of the San Francisco company drew attention to a philosophical rift among the people building new A.I. systems.,2023-11-18T22:27:16+0000,https://www.nytimes.com/2023/11/18/technology/open-ai-sam-altman-what-happened.html
747,What China’s Economic Woes May Mean for the U.S.,The fallout is probably limited — and there may be some upside for American interests.,2023-08-26T09:01:38+0000,https://www.nytimes.com/2023/08/26/business/economy/us-economy-china.html
748,Silicon Valley’s Unbridled Euphoria Runs Into Economic Reality,Once-buzzy start-ups had held out against the new reality that the good times are over. No longer.,2022-10-29T09:00:20+0000,https://www.nytimes.com/2022/10/29/technology/silicon-valley-economic-reality.html
749,Here are the companies that will cover travel expenses for employee abortions.,A handful of companies have committed to helping their employees access abortion services.,2022-06-24T16:16:29+0000,https://www.nytimes.com/2022/06/24/business/abortion-companies-travel-expenses.html
750,The Year in Tech News,"A conversation with The Times’s technology editor, Pui-Wing Tam.",2022-12-16T14:00:07+0000,https://www.nytimes.com/2022/12/16/us/the-year-in-tech-news.html
751,"As Graffiti Moves From Eyesore to Amenity, Landlords Try to Cash In","Brands, developers and even city officials are embracing the global appeal of street art, but the boom comes with questions about preserving a neighborhood’s cultural cachet.",2024-03-31T09:00:50+0000,https://www.nytimes.com/2024/03/31/business/graffiti-real-estate-gentrification.html
752,E.V. Start-Up Founders Made Big Claims. One Was Just Sentenced to Prison.,"Trevor Milton, who founded the truck company Nikola, was sentenced on Monday in a fraud case that exposed the excesses in the electric vehicle business.",2023-12-18T10:00:57+0000,https://www.nytimes.com/2023/12/18/business/ev-startups-trevor-milton-nikola.html
753,Investing Has Been Ugly. Stick With It Anyway.,"Most people have lost money in the markets over the last several months, but people who have held on have prospered, our columnist says.",2023-10-06T13:00:14+0000,https://www.nytimes.com/2023/10/06/business/investing-stocks-bonds-losses.html
754,What’s Your Neighborhood’s Climate Impact?,Where exactly you live in California has a big impact on your emissions.,2023-02-06T14:00:03+0000,https://www.nytimes.com/2023/02/06/us/california-neighborhood-climate-impact.html
755,Workers at E.V. Battery Plant in Ohio Vote to Unionize,"The result, at a plant owned by General Motors and a South Korean company, is a milestone for the auto union in organizing electric vehicle workers.",2022-12-09T13:42:50+0000,https://www.nytimes.com/2022/12/09/business/economy/ev-battery-union.html
756,The YouTube Rabbit Hole Is Nuanced,It’s unlikely that you’ll be watching kitten videos one day and believing in QAnon the next.,2022-04-21T18:13:41+0000,https://www.nytimes.com/2022/04/21/technology/youtube-rabbit-hole.html
757,Lina Khan vs. Jeff Bezos: This Is Big Tech’s Real Cage Match,"The chair of the Federal Trade Commission wants to disrupt Amazon, whose founder built a trillion-dollar firm by disrupting retail.",2023-09-27T09:00:29+0000,https://www.nytimes.com/2023/09/27/technology/lina-khan-jeff-bezos-ftc-amazon.html
758,Why the Stock Market’s Summer Doldrums Are Not a Problem,"After a fierce rally largely propelled by a handful of tech stocks, the market’s rapid climb stalled in August. That setback could ultimately be a good thing, our columnist says.",2023-08-25T09:00:17+0000,https://www.nytimes.com/2023/08/25/business/stock-market-august-slump.html
759,Expansion of Clean Energy Loans Is ‘Sleeping Giant’ of Climate Bill,The bill President Biden signed into law recently will greatly expand government loans and loan guarantees for clean energy and automotive projects and businesses.,2022-08-22T09:00:17+0000,https://www.nytimes.com/2022/08/22/business/energy-environment/biden-climate-bill-energy-loans.html
760,Why China’s Economy Faces a Perilous Road to Recovery,"Years of lockdowns took a brutal toll on businesses. Now, the rapid spread of Covid after a chaotic reopening has deprived them of workers and customers.",2023-01-02T10:00:26+0000,https://www.nytimes.com/2023/01/02/business/china-economy-covid.html
761,Resignations Roil Twitter as Elon Musk Tries Persuading Some Workers to Stay,"Mr. Musk, Twitter’s new owner, had given employees a Thursday deadline to decide whether to leave or stay “to build a breakthrough Twitter 2.0.”",2022-11-17T20:44:29+0000,https://www.nytimes.com/2022/11/17/technology/twitter-elon-musk-ftc.html
762,The Mixed Blessing of a ‘Strong Dollar’,"While a dollar doesn’t buy much in the United States, our columnist writes, the currency’s international strength has been on display — in ways that aren’t entirely beneficial.",2022-10-07T13:00:07+0000,https://www.nytimes.com/2022/10/07/business/us-dollar-global-economy.html
763,Companies Are More Vocal Than Ever on Social Issues. Not on Abortion.,"The corporate response to the Supreme Court’s Friday decision was more muted, and the companies that did speak out mostly talked about their health care policies.",2022-06-24T22:55:59+0000,https://www.nytimes.com/2022/06/24/business/abortion-roe-wade-companies.html
764,A Full Return to the Office? Does ‘Never’ Work for You?,"Employer plans have played out like a game of chicken. Now workers are rebelling outright, and executives are trying everything to make the office worth it.",2022-06-09T07:00:12+0000,https://www.nytimes.com/2022/06/09/business/return-to-work-office-plans.html
765,Can the Olympics Rejuvenate One of France’s Poorest Corners?,Officials hope an Olympic Village can transform a Paris suburb known for poverty and crime. But big plans have failed before.,2024-02-20T05:01:52+0000,https://www.nytimes.com/2024/02/20/world/europe/france-olympics-paris-st-denis-poverty-immigrants.html
766,"U.S. and Iran Battle Through Proxies, Warily Avoiding Each Other","Iran wants to flex its muscles without directly taking on the U.S. or Israel, but that cautious strategy is subject to miscalculation on all sides.",2024-01-14T22:13:23+0000,https://www.nytimes.com/2024/01/14/world/middleeast/us-iran-mideast-war.html
767,The Tech Bubble That Never Burst,"For a decade, warnings about a tech bubble have only led to more money flooding into high-growth start-ups. Could this one be it?",2022-04-19T09:00:03+0000,https://www.nytimes.com/interactive/2022/04/19/technology/tech-startup-bubble.html
768,Truck Makers Face a Tech Dilemma: Batteries or Hydrogen?,"Under pressure to cut emissions, truck manufacturers are choosing between batteries and hydrogen fuel cells. Wagering incorrectly could cost them billions of dollars.",2022-04-11T09:00:19+0000,https://www.nytimes.com/2022/04/11/business/electric-hydrogen-trucks.html
769,"As Graffiti Moves From Eyesore to Amenity, Landlords Try to Cash In","Brands, developers and even city officials are embracing the global appeal of street art, but the boom comes with questions about preserving a neighborhood’s cultural cachet.",2024-03-31T09:00:50+0000,https://www.nytimes.com/2024/03/31/business/graffiti-real-estate-gentrification.html
770,E.V. Start-Up Founders Made Big Claims. One Was Just Sentenced to Prison.,"Trevor Milton, who founded the truck company Nikola, was sentenced on Monday in a fraud case that exposed the excesses in the electric vehicle business.",2023-12-18T10:00:57+0000,https://www.nytimes.com/2023/12/18/business/ev-startups-trevor-milton-nikola.html
771,Investing Has Been Ugly. Stick With It Anyway.,"Most people have lost money in the markets over the last several months, but people who have held on have prospered, our columnist says.",2023-10-06T13:00:14+0000,https://www.nytimes.com/2023/10/06/business/investing-stocks-bonds-losses.html
772,What’s Your Neighborhood’s Climate Impact?,Where exactly you live in California has a big impact on your emissions.,2023-02-06T14:00:03+0000,https://www.nytimes.com/2023/02/06/us/california-neighborhood-climate-impact.html
773,Workers at E.V. Battery Plant in Ohio Vote to Unionize,"The result, at a plant owned by General Motors and a South Korean company, is a milestone for the auto union in organizing electric vehicle workers.",2022-12-09T13:42:50+0000,https://www.nytimes.com/2022/12/09/business/economy/ev-battery-union.html
774,The Dollar Is Stronger. Who Wins? Who Loses?,"The forces unsettling the stock and bond markets — Fed rate increases, Russia’s war in Ukraine, global sanctions on Russia, China’s lockdowns — have been buoying the dollar.",2022-05-06T09:00:23+0000,https://www.nytimes.com/2022/05/06/business/dollar-stock-bond-currency.html
775,The YouTube Rabbit Hole Is Nuanced,It’s unlikely that you’ll be watching kitten videos one day and believing in QAnon the next.,2022-04-21T18:13:41+0000,https://www.nytimes.com/2022/04/21/technology/youtube-rabbit-hole.html
776,The Regional War No One Wanted Is Here. How Wide Will It Get?,"With the U.S.-led attacks in Yemen, there is no longer a question of whether the Israel-Hamas war will escalate into a wider conflict. The question is whether it can be contained.",2024-01-12T18:29:56+0000,https://www.nytimes.com/2024/01/12/us/politics/mideast-war-israel-yemen.html
777,The U.S. Needs Minerals for Electric Cars. Everyone Else Wants Them Too.,"The United States is entering an array of agreements to secure the critical minerals necessary for the energy transition, but it’s not clear which of the arrangements can succeed.",2023-05-21T09:00:13+0000,https://www.nytimes.com/2023/05/21/business/economy/minerals-electric-cars-batteries.html
778,"To Meet a New Generation, Legacy Black-Owned Businesses Get a Reboot","Brands like Fashion Fair and Madam, founded with the goal of serving Black communities, faded at the end of the last century. Now, they’re being revived with similar missions in mind.",2022-08-31T09:00:42+0000,https://www.nytimes.com/2022/08/31/business/black-owned-businesses-fashion-fair.html
779,The Global Race to Regulate Artificial Intelligence Is Heating Up,"President Biden is set to issue new rules on the technology, days ahead of an international summit on A.I. safety.",2023-10-30T12:20:32+0000,https://www.nytimes.com/2023/10/30/business/dealbook/biden-ai-regulation-britain.html
780,Why Biden and Trump Are Courting Striking Autoworkers,"The president and his leading Republican rival are heading to Michigan to address members of the U.A.W., whose political clout is growing.",2023-09-26T11:25:27+0000,https://www.nytimes.com/2023/09/26/business/dealbook/biden-trump-uaw-strike.html
781,What Next for Banks?,"The wider reverberations from the collapse of Silicon Valley Bank will be felt for some time, and investors are watching for new signs of trouble.",2023-04-10T13:08:00+0000,https://www.nytimes.com/2023/04/10/business/dealbook/silicon-valley-bank.html
782,U.S. Economy May Be Heading to a Place That Must Not Be Named,"A hard landing? A banana? Euphemisms for recession have a long history in Washington. Whatever the Fed is stating, it seems to be expecting something ugly, our columnist says.",2023-04-07T09:00:22+0000,https://www.nytimes.com/2023/04/07/business/economy-markets-recession-federal-reserve.html
783,Divided Government,A split Congress could lead to government shutdowns and economic turmoil.,2022-11-16T11:35:04+0000,https://www.nytimes.com/2022/11/16/world/republican-house-divided-government-us.html
784,Twitter Employees Search for Answers as Musk Takeover Becomes Reality,Workers say they have been left largely in the dark about what a sale to the billionaire will mean for them and their shares in the company.,2022-04-25T15:28:04+0000,https://www.nytimes.com/2022/04/25/technology/twitter-employees-elon-musk.html
785,A.I. Promises Give Tech Earnings a Jolt,Companies like Meta that could tout their work in the fast-growing field saw a benefit in their fourth-quarter results — and won praise from eager investors.,2024-02-02T13:11:37+0000,https://www.nytimes.com/2024/02/02/business/dealbook/meta-tech-earnings-ai.html
786,"Long on Hype, A.I. Is No Guarantee for Profits",The latest quarterly results from Microsoft and Alphabet show that their big investments in artificial intelligence are on different trajectories.,2023-10-25T12:07:09+0000,https://www.nytimes.com/2023/10/25/business/dealbook/ai-microsoft-alphabet.html
787,Wall Street’s Climate Retreat,"BlackRock, JPMorgan Chase and State Street are quitting or scaling back their ties to an influential global investment coalition.",2024-02-16T12:50:58+0000,https://www.nytimes.com/2024/02/16/business/dealbook/wall-streets-climate-retreat.html
788,Tech Fears Are Showing Up on Picket Lines,What’s being called the “summer of strikes” comes at a time when workers increasingly fear new technologies will threaten their jobs.,2023-09-16T12:00:03+0000,https://www.nytimes.com/2023/09/16/business/dealbook/uaw-strike-tech-ai-unions.html
789,"China to Its People: Spies Are Everywhere, Help Us Catch Them","As Beijing tries to enlist the “whole of society” to guard against foreign enemies, the line between vigilance and paranoia fades.",2023-09-02T21:00:17+0000,https://www.nytimes.com/2023/09/02/world/asia/china-spies-campaign.html
790,Michigan and the Auto Industry Share a Past. What About the Future?,"Fewer Michigan residents work in auto manufacturing than before, but a strike by U.A.W. members is a reminder of what the industry still means to the state.",2023-09-20T16:13:20+0000,https://www.nytimes.com/2023/09/20/us/michigan-uaw-strike-economy.html
791,Silicon Valley Confronts the Idea That the ‘Singularity’ Is Here,The frenzy over artificial intelligence may be ushering in the long-awaited moment when technology goes wild. Or maybe it’s the hype that is out of control.,2023-06-11T09:00:22+0000,https://www.nytimes.com/2023/06/11/technology/silicon-valley-confronts-the-idea-that-the-singularity-is-here.html
792,Corporate Bosses Turn Up the Heat on University Presidents,"The heads of Harvard, M.I.T. and the University of Pennsylvania are under pressure after testifying to Congress about antisemitism on campus.",2023-12-08T13:06:43+0000,https://www.nytimes.com/2023/12/08/business/dealbook/university-presidents-antisemitism.html
793,"Yes, There Are Alternatives to Stocks","At the moment, money market funds and many bonds are not only less risky, but at current interest rates, they are compelling.",2023-06-23T13:48:52+0000,https://www.nytimes.com/2023/06/23/business/stocks-bonds-money-market-funds.html
794,"Backup Power: A Growing Need, if You Can Afford It",Extreme weather linked to climate change is causing more blackouts. But generators and batteries are still out of reach for many.,2023-05-06T09:00:23+0000,https://www.nytimes.com/2023/05/06/business/energy-environment/backup-power-generators-climate-change.html
795,"In Ohio, Electric Cars Are Starting to Reshape Jobs and Companies","The state, heavily dependent on the auto industry, is a case study in whether electric vehicles will create or destroy jobs.",2023-04-05T15:54:14+0000,https://www.nytimes.com/2023/04/05/business/energy-environment/ohio-electric-vehicles-jobs.html
796,Why Some Executives Wish E.S.G. ‘Just Goes Away’,"The environmental, social and corporate governance investment trend is booming, but it has also become a big distraction for business leaders.",2023-01-19T13:04:55+0000,https://www.nytimes.com/2023/01/19/business/dealbook/esg-business-davos.html
797,How a Texas Border City Is Shaping the Future of Global Trade,"Laredo, across from Mexico on the Rio Grande, is primed to become one of the world’s most important land ports as American companies reduce their reliance on factories in Asia.",2023-01-05T10:00:40+0000,https://www.nytimes.com/2023/01/05/business/us-mexico-trade-laredo.html
798,The Legal Onslaught Facing Credit Card Companies,"Visa faces questions about whether it enabled a porn site to profit from images of child sexual abuse, and both Mastercard and Visa face a new antitrust suit from Disney.",2022-08-01T13:23:52+0000,https://www.nytimes.com/2022/08/01/business/dealbook/pornhub-visa-mastercard-disney.html
799,A.I. Promises Give Tech Earnings a Jolt,Companies like Meta that could tout their work in the fast-growing field saw a benefit in their fourth-quarter results — and won praise from eager investors.,2024-02-02T13:11:37+0000,https://www.nytimes.com/2024/02/02/business/dealbook/meta-tech-earnings-ai.html
800,How a Texas Border City Is Shaping the Future of Global Trade,"Laredo, across from Mexico on the Rio Grande, is primed to become one of the world’s most important land ports as American companies reduce their reliance on factories in Asia.",2023-01-05T10:00:40+0000,https://www.nytimes.com/2023/01/05/business/us-mexico-trade-laredo.html
801,The Legal Onslaught Facing Credit Card Companies,"Visa faces questions about whether it enabled a porn site to profit from images of child sexual abuse, and both Mastercard and Visa face a new antitrust suit from Disney.",2022-08-01T13:23:52+0000,https://www.nytimes.com/2022/08/01/business/dealbook/pornhub-visa-mastercard-disney.html
802,E.V. Bonanza Flows to Red States That Denounce Biden Climate Policies,No Republican in Congress voted for the Inflation Reduction Act. But their districts and states will greatly benefit from the investments spurred by the law.,2022-10-19T18:13:30+0000,https://www.nytimes.com/2022/10/19/business/electric-vehicles-republicans-investment-south.html
803,Reno Is Booming. Some Workers Feel Left Behind.,"Companies are flocking to the Nevada city, but the rising cost of housing, gas and groceries is making daily life a struggle for many who work there.",2022-10-14T09:00:38+0000,https://www.nytimes.com/2022/10/14/business/reno-warehouses-cost-of-living.html
804,Cracking Down on a Wall Street Trend: E.S.G. Makeovers,"In recent years, financial firms have revamped dozens of mutual funds into E.S.G. dedicated funds — seeking to cash in on growing demand for such investments.",2022-09-17T12:00:03+0000,https://www.nytimes.com/2022/09/17/business/dealbook/esg-wall-street.html
805,"For Tens of Millions of Americans, the Good Times Are Right Now","Their houses are piggy banks, their retirement accounts are up and their bosses are eager to please. When the boom ends, everything will change.",2022-05-10T09:00:20+0000,https://www.nytimes.com/2022/05/10/business/economy-boom-times.html
806,Wall Street’s Fed Watchers Brace for ‘Higher-for-Longer’,"With the central bank set update its interest rate forecast, economists see elevated borrowing costs lasting through 2024.",2023-09-19T11:50:11+0000,https://www.nytimes.com/2023/09/19/business/dealbook/fed-interest-rates-economy.html
807,Elon Musk May Yet Meet Twitter Executives in Court,"Disputes over compensation and firings, and potentially over layoffs, could push both sides into fresh legal battles.",2022-11-01T12:09:32+0000,https://www.nytimes.com/2022/11/01/business/dealbook/elon-musk-twitter-court-legal-battles-pay-layoffs.html
808,A Stablecoin ‘Death Spiral’,Some crypto insiders say they saw the implosion of TerraUSD coming. Other stablecoins could also run into trouble.,2022-05-12T12:50:20+0000,https://www.nytimes.com/2022/05/12/business/dealbook/terra-crypto-stablecoin.html
809,More Companies Take a Stand on Abortion,"Yelp is the latest to pay for employees to travel out of state for treatment, responding to a recent Texas law that bans abortions after six weeks.",2022-04-12T12:46:29+0000,https://www.nytimes.com/2022/04/12/business/dealbook/yelp-texas-abortion.html
810,The Second Coming of the Microsoft Antitrust Battle?,Prosecutors compare their new fight against Apple to the seminal case against Windows in the 1990s.,2024-03-23T12:00:05+0000,https://www.nytimes.com/2024/03/23/business/dealbook/apple-microsoft-antitrust.html
811,Apple’s Market Value Falls By Billions On Worries About China Crackdown,Shares in the tech giant fell for a second day following reports that Beijing would bar government workers from using iPhones.,2023-09-07T11:49:06+0000,https://www.nytimes.com/2023/09/07/business/iphone-ban-apple-china.html
812,Pressure Grows on Another Crypto Giant,"Binance, the world’s biggest cryptocurrency exchange, faces a fresh wave of scrutiny from regulators and lawmakers.",2023-03-06T12:44:16+0000,https://www.nytimes.com/2023/03/06/business/dealbook/binance-regulators-crypto.html
813,The Cost of Extreme Heat,"Britain this morning recorded its highest temperature ever, bringing parts of the country to a standstill and testing infrastructure.",2022-07-19T12:48:23+0000,https://www.nytimes.com/2022/07/19/business/dealbook/uk-heatwave-economy.html
814,Musk vs. the Bots,"Plus, latest crypto crash causes regulators to push for new investor protections.",2022-05-17T13:12:01+0000,https://www.nytimes.com/2022/05/17/business/dealbook/musk-vs-the-bots.html
